Student_ID,Session_ID,Quiz_1_Marks,Quiz_2_Marks,Quiz_3_Marks,Quiz_4_Marks,Quiz_5_Marks,speach,Time_Spent_on_speach,Cumulative_Average_Quiz_Score,Recent_Quiz_Trend,Score
68,239,60,100,20,60,40,The Importance of Exercise,4 min,56.0,Declining,58
47,188,80,100,40,20,0,The Importance of Exercise,5 min,48.0,Declining,48
56,486,100,20,60,20,100,The Challenges and Benefits of Urbanization,3 min,60.0,Improving,59
60,151,80,80,60,80,80,The Impact of Globalization on Local Cultures,5 min,76.0,Stable,73
27,227,0,80,60,20,60,The Role of Renewable Energy in Combating Climate Change,2 min,44.0,Improving,48
87,405,0,40,60,80,80,The Challenges and Benefits of Urbanization,2 min,52.0,Stable,59
32,396,40,60,100,0,40,The Challenges and Benefits of Urbanization,3 min,48.0,Improving,44
1,378,0,60,100,20,0,The Impact of Technology on Education,3 min,36.0,Declining,37
66,367,0,20,0,0,80,The Role of Renewable Energy in Combating Climate Change,4 min,20.0,Improving,20
72,495,20,60,20,0,20,The Impact of Globalization on Local Cultures,3 min,24.0,Improving,21
33,48,60,80,80,80,80,The Challenges and Benefits of Urbanization,2 min,76.0,Stable,75
78,231,20,0,0,20,20,The Impact of Globalization on Local Cultures,4 min,12.0,Stable,20
11,90,100,20,40,0,0,The Impact of Technology on Education,4 min,32.0,Stable,25
95,14,0,0,20,0,100,The Importance of Exercise,4 min,24.0,Improving,27
65,491,60,60,100,0,0,The Importance of Exercise,3 min,44.0,Stable,35
59,149,60,0,100,80,20,The Importance of Exercise,5 min,52.0,Declining,60
1,265,40,0,100,80,60,The Challenges and Benefits of Urbanization,1 min,56.0,Declining,53
22,377,80,0,80,80,40,The Importance of Exercise,1 min,56.0,Declining,58
63,309,0,80,100,40,0,The Importance of Exercise,4 min,44.0,Declining,35
32,221,80,0,20,60,60,The Importance of Exercise,5 min,44.0,Stable,47
37,12,20,80,80,0,100,The Role of Renewable Energy in Combating Climate Change,4 min,56.0,Improving,47
76,269,100,40,60,80,100,The Impact of Technology on Education,4 min,76.0,Improving,82
11,394,20,20,0,20,0,The Importance of Exercise,5 min,12.0,Declining,20
65,430,60,40,40,20,60,The Impact of Globalization on Local Cultures,2 min,44.0,Improving,34
58,56,100,60,40,80,80,The Challenges and Benefits of Urbanization,1 min,72.0,Stable,74
32,473,0,20,100,100,20,The Importance of Exercise,4 min,48.0,Declining,52
53,279,40,100,80,60,100,The Impact of Globalization on Local Cultures,5 min,76.0,Improving,66
53,72,60,20,0,100,40,The Challenges and Benefits of Urbanization,5 min,44.0,Declining,54
7,392,0,0,20,60,20,The Impact of Technology on Education,5 min,20.0,Declining,20
23,12,20,80,40,40,100,The Challenges and Benefits of Urbanization,2 min,56.0,Improving,59
85,189,0,60,100,80,0,The Challenges and Benefits of Urbanization,3 min,48.0,Declining,53
99,159,20,40,80,40,20,The Role of Renewable Energy in Combating Climate Change,3 min,40.0,Declining,49
91,34,60,20,60,0,0,The Impact of Technology on Education,3 min,28.0,Stable,31
55,242,60,60,40,100,20,The Impact of Technology on Education,2 min,56.0,Declining,64
68,171,80,100,80,40,80,The Impact of Technology on Education,2 min,76.0,Improving,67
72,262,20,80,60,40,100,The Importance of Exercise,1 min,60.0,Improving,65
27,413,40,20,100,60,80,The Impact of Technology on Education,4 min,60.0,Improving,59
10,263,20,0,60,80,40,The Impact of Globalization on Local Cultures,3 min,40.0,Declining,50
17,214,0,60,60,20,80,The Role of Renewable Energy in Combating Climate Change,2 min,44.0,Improving,49
90,59,80,0,80,40,60,The Impact of Globalization on Local Cultures,4 min,52.0,Improving,45
24,313,80,100,0,60,0,The Role of Renewable Energy in Combating Climate Change,4 min,48.0,Declining,53
6,476,40,40,60,80,60,The Impact of Globalization on Local Cultures,5 min,56.0,Declining,46
11,411,40,100,0,60,0,The Impact of Globalization on Local Cultures,5 min,40.0,Declining,35
57,439,20,100,80,80,0,The Role of Renewable Energy in Combating Climate Change,2 min,56.0,Declining,48
25,25,100,60,80,60,100,The Role of Renewable Energy in Combating Climate Change,3 min,80.0,Improving,76
64,34,0,40,40,60,100,The Impact of Globalization on Local Cultures,2 min,48.0,Improving,51
69,452,0,20,20,100,60,The Challenges and Benefits of Urbanization,1 min,40.0,Declining,35
98,398,0,40,20,20,40,The Importance of Exercise,5 min,24.0,Improving,26
98,493,100,80,0,0,60,The Impact of Globalization on Local Cultures,3 min,48.0,Improving,41
53,300,0,0,0,40,20,The Impact of Globalization on Local Cultures,1 min,12.0,Declining,20
49,57,0,100,20,100,40,The Importance of Exercise,1 min,52.0,Declining,56
42,384,60,20,60,80,0,The Impact of Globalization on Local Cultures,4 min,44.0,Declining,49
67,453,80,0,100,100,40,The Challenges and Benefits of Urbanization,4 min,64.0,Declining,69
46,441,0,60,20,80,60,The Importance of Exercise,3 min,44.0,Declining,37
83,307,0,0,0,100,20,The Importance of Exercise,5 min,24.0,Declining,29
86,325,40,20,40,60,80,The Challenges and Benefits of Urbanization,1 min,48.0,Improving,40
29,221,40,0,80,40,100,The Importance of Exercise,2 min,52.0,Improving,59
68,469,40,100,100,40,80,The Impact of Technology on Education,4 min,72.0,Improving,68
71,357,40,20,20,100,60,The Challenges and Benefits of Urbanization,4 min,48.0,Declining,56
63,493,20,100,100,60,20,The Challenges and Benefits of Urbanization,5 min,60.0,Declining,68
50,188,0,80,100,40,80,The Role of Renewable Energy in Combating Climate Change,5 min,60.0,Improving,68
36,208,100,60,60,40,40,The Challenges and Benefits of Urbanization,3 min,60.0,Stable,53
43,377,80,100,20,20,0,The Impact of Globalization on Local Cultures,5 min,44.0,Declining,43
29,128,100,40,20,20,80,The Impact of Globalization on Local Cultures,3 min,52.0,Improving,60
15,244,80,0,80,0,40,The Importance of Exercise,4 min,40.0,Improving,36
58,201,0,40,100,40,100,The Challenges and Benefits of Urbanization,1 min,56.0,Improving,58
75,43,100,0,60,0,100,The Impact of Globalization on Local Cultures,4 min,52.0,Improving,61
5,431,0,60,40,0,40,The Role of Renewable Energy in Combating Climate Change,5 min,28.0,Improving,26
61,47,100,80,80,0,20,The Challenges and Benefits of Urbanization,3 min,56.0,Improving,60
22,359,60,40,20,40,0,The Impact of Technology on Education,1 min,32.0,Declining,34
70,84,0,20,80,0,80,The Impact of Globalization on Local Cultures,2 min,36.0,Improving,44
99,272,100,40,0,80,80,The Impact of Technology on Education,2 min,60.0,Stable,52
13,489,100,100,100,100,60,The Importance of Exercise,1 min,92.0,Declining,98
97,331,40,80,80,80,40,The Role of Renewable Energy in Combating Climate Change,5 min,64.0,Declining,59
71,343,80,40,100,20,20,The Role of Renewable Energy in Combating Climate Change,4 min,52.0,Stable,53
51,470,20,80,80,40,0,The Challenges and Benefits of Urbanization,2 min,44.0,Declining,37
34,17,40,60,40,0,20,The Importance of Exercise,5 min,32.0,Improving,27
16,120,100,40,100,20,100,The Impact of Globalization on Local Cultures,1 min,72.0,Improving,66
28,434,0,80,0,40,100,The Impact of Globalization on Local Cultures,5 min,44.0,Improving,52
55,167,100,0,0,80,80,The Impact of Globalization on Local Cultures,3 min,52.0,Stable,57
13,41,40,20,60,20,40,The Role of Renewable Energy in Combating Climate Change,2 min,36.0,Improving,42
62,435,0,20,100,60,80,The Challenges and Benefits of Urbanization,1 min,52.0,Improving,46
5,277,20,60,80,100,20,The Role of Renewable Energy in Combating Climate Change,4 min,56.0,Declining,49
87,244,80,60,20,100,40,The Impact of Technology on Education,4 min,60.0,Declining,65
37,479,100,0,100,80,60,The Role of Renewable Energy in Combating Climate Change,1 min,68.0,Declining,62
93,478,20,100,80,40,60,The Role of Renewable Energy in Combating Climate Change,4 min,60.0,Improving,60
64,258,60,100,80,20,80,The Impact of Globalization on Local Cultures,2 min,68.0,Improving,68
35,418,40,80,40,80,80,The Challenges and Benefits of Urbanization,1 min,64.0,Stable,59
80,374,40,60,20,60,100,The Impact of Technology on Education,2 min,56.0,Improving,61
13,311,20,20,0,40,60,The Impact of Globalization on Local Cultures,2 min,28.0,Improving,37
30,329,80,60,80,0,100,The Challenges and Benefits of Urbanization,3 min,64.0,Improving,63
73,39,20,0,80,80,60,The Challenges and Benefits of Urbanization,4 min,48.0,Declining,40
71,493,0,0,60,0,60,The Impact of Globalization on Local Cultures,2 min,24.0,Improving,30
76,487,60,60,20,80,80,The Role of Renewable Energy in Combating Climate Change,2 min,60.0,Stable,60
89,241,40,40,80,80,20,The Importance of Exercise,3 min,52.0,Declining,51
87,25,60,60,60,80,20,The Impact of Globalization on Local Cultures,5 min,56.0,Declining,61
59,185,20,60,40,80,40,The Role of Renewable Energy in Combating Climate Change,1 min,48.0,Declining,55
12,309,100,80,80,100,100,The Importance of Exercise,2 min,92.0,Stable,85
22,287,40,40,0,100,40,The Importance of Exercise,4 min,44.0,Declining,37
72,22,20,20,100,20,0,The Role of Renewable Energy in Combating Climate Change,3 min,32.0,Declining,42
70,412,20,0,0,20,60,The Challenges and Benefits of Urbanization,5 min,20.0,Improving,20
73,361,100,60,100,100,40,The Impact of Technology on Education,1 min,80.0,Declining,82
47,63,20,40,60,80,20,The Importance of Exercise,3 min,44.0,Declining,47
8,268,40,20,0,60,60,The Role of Renewable Energy in Combating Climate Change,5 min,36.0,Stable,29
81,330,0,60,100,0,20,The Role of Renewable Energy in Combating Climate Change,4 min,36.0,Improving,33
29,180,40,60,80,80,20,The Challenges and Benefits of Urbanization,5 min,56.0,Declining,66
26,183,0,40,80,60,80,The Impact of Globalization on Local Cultures,2 min,52.0,Improving,57
93,175,40,0,80,60,20,The Challenges and Benefits of Urbanization,2 min,40.0,Declining,36
27,186,80,100,100,100,100,The Impact of Technology on Education,5 min,96.0,Stable,93
75,91,0,100,20,20,80,The Challenges and Benefits of Urbanization,2 min,44.0,Improving,35
47,117,40,100,0,40,80,The Role of Renewable Energy in Combating Climate Change,5 min,52.0,Improving,60
19,298,20,100,60,40,80,The Importance of Exercise,3 min,60.0,Improving,53
3,365,60,0,0,60,20,The Role of Renewable Energy in Combating Climate Change,5 min,28.0,Declining,36
4,251,0,80,60,80,0,The Impact of Globalization on Local Cultures,1 min,44.0,Declining,45
71,210,20,100,20,40,0,The Importance of Exercise,2 min,36.0,Declining,36
22,331,100,80,60,0,0,The Impact of Globalization on Local Cultures,5 min,48.0,Stable,49
93,393,40,20,60,20,80,The Importance of Exercise,3 min,44.0,Improving,41
66,371,80,100,60,60,80,The Impact of Technology on Education,5 min,76.0,Improving,77
84,30,60,80,100,20,60,The Role of Renewable Energy in Combating Climate Change,2 min,64.0,Improving,62
21,238,20,80,60,100,0,The Challenges and Benefits of Urbanization,4 min,52.0,Declining,54
39,222,80,60,40,100,80,The Importance of Exercise,5 min,72.0,Declining,78
14,27,0,40,20,20,20,The Role of Renewable Energy in Combating Climate Change,1 min,20.0,Stable,24
54,126,80,80,0,60,20,The Impact of Technology on Education,2 min,48.0,Declining,57
46,266,40,0,0,40,20,The Impact of Globalization on Local Cultures,4 min,20.0,Declining,20
9,417,80,80,100,0,20,The Role of Renewable Energy in Combating Climate Change,5 min,56.0,Improving,58
80,50,100,100,80,40,100,The Challenges and Benefits of Urbanization,1 min,84.0,Improving,94
51,103,100,80,20,40,20,The Role of Renewable Energy in Combating Climate Change,2 min,52.0,Declining,57
21,191,60,40,0,100,20,The Challenges and Benefits of Urbanization,4 min,44.0,Declining,35
1,240,80,0,60,0,100,The Challenges and Benefits of Urbanization,2 min,48.0,Improving,43
64,16,80,80,100,40,80,The Challenges and Benefits of Urbanization,4 min,76.0,Improving,76
25,237,0,0,80,60,0,The Role of Renewable Energy in Combating Climate Change,4 min,28.0,Declining,36
83,499,40,0,100,40,40,The Impact of Technology on Education,4 min,44.0,Stable,43
21,454,100,100,60,0,100,The Challenges and Benefits of Urbanization,1 min,72.0,Improving,77
79,356,80,60,20,0,40,The Role of Renewable Energy in Combating Climate Change,4 min,40.0,Improving,31
86,223,100,80,40,60,80,The Challenges and Benefits of Urbanization,2 min,72.0,Improving,68
22,319,80,0,40,60,100,The Importance of Exercise,5 min,56.0,Improving,52
72,25,60,60,80,80,40,The Challenges and Benefits of Urbanization,2 min,64.0,Declining,69
63,12,20,80,100,20,20,The Impact of Globalization on Local Cultures,1 min,48.0,Stable,53
68,404,100,0,0,20,60,The Challenges and Benefits of Urbanization,5 min,36.0,Improving,39
78,64,80,80,80,60,0,The Impact of Technology on Education,4 min,60.0,Declining,52
23,409,80,0,0,80,20,The Challenges and Benefits of Urbanization,3 min,36.0,Declining,44
89,50,20,80,20,60,0,The Role of Renewable Energy in Combating Climate Change,1 min,36.0,Declining,30
50,148,0,80,40,0,20,The Impact of Technology on Education,2 min,28.0,Improving,36
78,157,0,40,100,80,60,The Impact of Technology on Education,2 min,56.0,Declining,57
83,254,40,60,100,80,20,The Importance of Exercise,2 min,60.0,Declining,63
96,309,20,60,60,80,20,The Impact of Technology on Education,2 min,48.0,Declining,49
8,353,0,0,80,40,100,The Impact of Globalization on Local Cultures,2 min,44.0,Improving,37
41,274,40,60,0,60,20,The Impact of Globalization on Local Cultures,2 min,36.0,Declining,45
20,102,20,20,40,0,100,The Impact of Technology on Education,5 min,36.0,Improving,33
55,386,40,60,60,80,100,The Role of Renewable Energy in Combating Climate Change,2 min,68.0,Improving,68
55,214,0,60,100,0,0,The Challenges and Benefits of Urbanization,2 min,32.0,Stable,24
70,112,80,40,40,80,60,The Importance of Exercise,1 min,60.0,Declining,59
53,226,40,20,40,40,20,The Role of Renewable Energy in Combating Climate Change,3 min,32.0,Declining,27
15,70,100,0,80,40,20,The Role of Renewable Energy in Combating Climate Change,5 min,48.0,Declining,50
2,342,20,40,40,100,60,The Importance of Exercise,4 min,52.0,Declining,48
96,80,40,100,100,0,80,The Role of Renewable Energy in Combating Climate Change,5 min,64.0,Improving,54
49,24,40,20,100,0,20,The Impact of Globalization on Local Cultures,3 min,36.0,Improving,39
56,395,60,20,60,80,80,The Impact of Globalization on Local Cultures,5 min,60.0,Stable,63
35,419,20,40,40,100,0,The Challenges and Benefits of Urbanization,4 min,40.0,Declining,50
59,175,20,0,60,100,40,The Impact of Technology on Education,1 min,44.0,Declining,38
99,95,20,0,100,40,40,The Importance of Exercise,1 min,40.0,Stable,35
36,193,40,100,80,40,80,The Challenges and Benefits of Urbanization,5 min,68.0,Improving,73
58,329,20,40,40,0,20,The Impact of Technology on Education,4 min,24.0,Improving,24
69,158,60,80,20,80,40,The Role of Renewable Energy in Combating Climate Change,4 min,56.0,Declining,60
51,1,100,60,100,80,20,The Impact of Technology on Education,4 min,72.0,Declining,68
84,398,40,20,100,0,0,The Impact of Globalization on Local Cultures,2 min,32.0,Stable,28
90,431,20,0,0,0,60,The Importance of Exercise,2 min,16.0,Improving,21
73,310,80,100,0,100,100,The Challenges and Benefits of Urbanization,1 min,76.0,Stable,79
53,270,60,40,80,80,40,The Challenges and Benefits of Urbanization,5 min,60.0,Declining,57
12,292,80,100,80,20,20,The Impact of Technology on Education,5 min,60.0,Stable,62
51,487,100,20,20,40,40,The Challenges and Benefits of Urbanization,4 min,44.0,Stable,40
13,139,100,60,100,20,0,The Impact of Technology on Education,5 min,56.0,Declining,64
64,460,80,0,100,0,60,The Role of Renewable Energy in Combating Climate Change,1 min,48.0,Improving,40
39,477,40,20,80,0,0,The Importance of Exercise,1 min,28.0,Stable,36
14,9,0,100,40,100,20,The Impact of Technology on Education,1 min,52.0,Declining,62
8,115,0,0,80,60,60,The Role of Renewable Energy in Combating Climate Change,4 min,40.0,Stable,46
7,46,0,100,80,80,20,The Role of Renewable Energy in Combating Climate Change,5 min,56.0,Declining,61
95,133,60,80,100,100,0,The Role of Renewable Energy in Combating Climate Change,2 min,68.0,Declining,70
54,374,20,80,80,0,100,The Challenges and Benefits of Urbanization,4 min,56.0,Improving,65
9,241,100,40,80,20,20,The Challenges and Benefits of Urbanization,4 min,52.0,Stable,49
67,276,0,20,80,80,0,The Impact of Globalization on Local Cultures,3 min,36.0,Declining,27
24,54,100,20,80,0,0,The Impact of Technology on Education,1 min,40.0,Stable,44
16,489,0,40,20,0,20,The Impact of Technology on Education,3 min,16.0,Improving,20
95,250,40,100,20,40,80,The Importance of Exercise,1 min,56.0,Improving,58
82,228,80,60,60,20,80,The Challenges and Benefits of Urbanization,2 min,60.0,Improving,70
87,155,80,100,100,0,0,The Challenges and Benefits of Urbanization,3 min,56.0,Stable,63
62,470,100,60,60,60,0,The Role of Renewable Energy in Combating Climate Change,4 min,56.0,Declining,56
23,220,100,0,0,0,0,The Impact of Globalization on Local Cultures,3 min,20.0,Stable,21
97,210,40,80,0,60,60,The Impact of Technology on Education,3 min,48.0,Stable,42
88,169,40,60,40,40,100,The Challenges and Benefits of Urbanization,5 min,56.0,Improving,60
11,94,100,100,60,100,40,The Impact of Globalization on Local Cultures,5 min,80.0,Declining,76
49,3,0,40,80,40,80,The Impact of Globalization on Local Cultures,3 min,48.0,Improving,56
55,285,60,100,0,80,0,The Impact of Globalization on Local Cultures,4 min,48.0,Declining,46
93,75,0,60,20,80,0,The Impact of Technology on Education,3 min,32.0,Declining,38
46,366,0,20,0,0,40,The Impact of Technology on Education,4 min,12.0,Improving,20
15,449,0,80,20,20,80,The Impact of Technology on Education,2 min,40.0,Improving,45
33,74,0,40,100,40,60,The Impact of Globalization on Local Cultures,3 min,48.0,Improving,41
28,62,40,100,60,100,40,The Challenges and Benefits of Urbanization,1 min,68.0,Declining,61
70,152,20,40,100,60,100,The Importance of Exercise,3 min,64.0,Improving,58
27,17,40,40,60,100,80,The Role of Renewable Energy in Combating Climate Change,4 min,64.0,Declining,62
81,496,60,40,20,100,0,The Importance of Exercise,5 min,44.0,Declining,46
54,84,20,40,80,0,100,The Challenges and Benefits of Urbanization,3 min,48.0,Improving,41
29,385,80,40,60,40,80,The Impact of Technology on Education,2 min,60.0,Improving,64
93,352,0,60,40,100,20,The Role of Renewable Energy in Combating Climate Change,5 min,44.0,Declining,44
57,311,80,80,0,100,20,The Role of Renewable Energy in Combating Climate Change,5 min,56.0,Declining,57
33,472,0,100,60,40,60,The Impact of Technology on Education,3 min,52.0,Improving,62
81,315,40,0,20,20,60,The Challenges and Benefits of Urbanization,1 min,28.0,Improving,30
4,340,80,20,20,60,20,The Role of Renewable Energy in Combating Climate Change,2 min,40.0,Declining,49
76,335,20,60,100,20,0,The Role of Renewable Energy in Combating Climate Change,2 min,40.0,Declining,40
41,220,100,40,60,100,20,The Importance of Exercise,4 min,64.0,Declining,60
82,256,20,60,0,60,0,The Impact of Globalization on Local Cultures,2 min,28.0,Declining,23
45,343,20,100,100,80,40,The Role of Renewable Energy in Combating Climate Change,4 min,68.0,Declining,61
100,54,60,0,20,100,100,The Challenges and Benefits of Urbanization,4 min,56.0,Stable,57
89,375,20,60,100,0,20,The Impact of Globalization on Local Cultures,5 min,40.0,Improving,33
49,152,100,100,40,0,80,The Role of Renewable Energy in Combating Climate Change,5 min,64.0,Improving,74
55,243,60,20,40,0,40,The Challenges and Benefits of Urbanization,3 min,32.0,Improving,33
64,49,80,100,100,60,60,The Importance of Exercise,4 min,80.0,Stable,80
90,184,20,80,20,0,20,The Impact of Globalization on Local Cultures,2 min,28.0,Improving,22
17,350,20,0,20,80,20,The Impact of Technology on Education,5 min,28.0,Declining,20
27,100,80,80,40,0,60,The Importance of Exercise,4 min,52.0,Improving,44
85,238,0,40,80,80,80,The Impact of Globalization on Local Cultures,3 min,56.0,Stable,60
84,482,60,60,80,80,40,The Impact of Technology on Education,5 min,64.0,Declining,60
78,229,100,20,20,20,0,The Impact of Technology on Education,4 min,32.0,Declining,32
33,47,0,60,40,40,20,The Importance of Exercise,1 min,32.0,Declining,26
32,451,80,100,40,20,20,The Role of Renewable Energy in Combating Climate Change,3 min,52.0,Stable,51
51,345,20,20,60,40,80,The Impact of Globalization on Local Cultures,5 min,44.0,Improving,47
16,472,60,60,40,0,0,The Impact of Technology on Education,4 min,32.0,Stable,34
8,413,40,60,80,100,20,The Importance of Exercise,4 min,60.0,Declining,58
45,74,0,20,40,60,80,The Role of Renewable Energy in Combating Climate Change,3 min,40.0,Improving,41
25,296,20,0,80,80,100,The Impact of Technology on Education,1 min,56.0,Improving,47
77,381,0,100,40,100,60,The Challenges and Benefits of Urbanization,5 min,60.0,Declining,50
67,207,20,40,20,60,0,The Impact of Technology on Education,4 min,28.0,Declining,32
25,404,60,100,40,20,60,The Challenges and Benefits of Urbanization,4 min,56.0,Improving,58
28,250,80,20,20,40,60,The Role of Renewable Energy in Combating Climate Change,1 min,44.0,Improving,37
32,262,20,0,40,60,60,The Role of Renewable Energy in Combating Climate Change,3 min,36.0,Stable,45
30,69,80,20,60,80,80,The Role of Renewable Energy in Combating Climate Change,2 min,64.0,Stable,65
29,346,0,80,40,80,60,The Impact of Globalization on Local Cultures,3 min,52.0,Declining,44
81,362,0,40,0,0,40,The Challenges and Benefits of Urbanization,1 min,16.0,Improving,20
60,93,0,20,100,80,20,The Importance of Exercise,4 min,44.0,Declining,48
89,170,80,20,20,100,100,The Impact of Globalization on Local Cultures,4 min,64.0,Stable,71
72,140,60,60,80,100,0,The Impact of Technology on Education,3 min,60.0,Declining,59
25,379,40,0,40,100,0,The Role of Renewable Energy in Combating Climate Change,5 min,36.0,Declining,46
66,405,80,100,80,40,60,The Impact of Technology on Education,1 min,72.0,Improving,79
56,290,80,0,40,20,60,The Challenges and Benefits of Urbanization,3 min,40.0,Improving,48
15,473,40,100,40,20,100,The Challenges and Benefits of Urbanization,1 min,60.0,Improving,62
19,142,80,20,80,0,100,The Impact of Technology on Education,2 min,56.0,Improving,58
69,144,40,100,80,60,0,The Impact of Technology on Education,1 min,56.0,Declining,54
2,25,60,0,0,20,60,The Impact of Technology on Education,2 min,28.0,Improving,31
55,374,0,0,40,40,80,The Role of Renewable Energy in Combating Climate Change,2 min,32.0,Improving,24
67,319,60,60,40,60,100,The Role of Renewable Energy in Combating Climate Change,1 min,64.0,Improving,66
39,128,0,60,20,100,40,The Impact of Technology on Education,3 min,44.0,Declining,53
34,460,40,100,80,100,20,The Role of Renewable Energy in Combating Climate Change,3 min,68.0,Declining,77
68,333,80,60,100,100,0,The Challenges and Benefits of Urbanization,2 min,68.0,Declining,59
22,139,100,60,100,80,40,The Importance of Exercise,2 min,76.0,Declining,67
8,350,80,60,0,40,20,The Role of Renewable Energy in Combating Climate Change,1 min,40.0,Declining,43
69,15,80,40,60,40,80,The Role of Renewable Energy in Combating Climate Change,4 min,60.0,Improving,51
75,295,0,40,100,0,60,The Impact of Technology on Education,1 min,40.0,Improving,38
41,307,0,0,40,0,0,The Challenges and Benefits of Urbanization,4 min,8.0,Stable,20
77,141,80,0,0,100,20,The Challenges and Benefits of Urbanization,2 min,40.0,Declining,36
63,374,60,100,100,80,20,The Impact of Globalization on Local Cultures,3 min,72.0,Declining,62
71,148,20,60,60,60,0,The Impact of Globalization on Local Cultures,1 min,40.0,Declining,34
58,140,0,20,100,60,20,The Importance of Exercise,3 min,40.0,Declining,33
49,115,80,60,0,40,80,The Importance of Exercise,3 min,52.0,Improving,48
88,180,80,60,60,20,100,The Impact of Technology on Education,3 min,64.0,Improving,72
26,37,20,100,0,60,100,The Challenges and Benefits of Urbanization,2 min,56.0,Improving,49
62,13,20,20,100,40,0,The Impact of Technology on Education,5 min,36.0,Declining,29
71,258,60,80,80,80,60,The Role of Renewable Energy in Combating Climate Change,1 min,72.0,Declining,62
98,52,60,20,100,60,60,The Role of Renewable Energy in Combating Climate Change,1 min,60.0,Stable,64
53,463,100,60,20,80,80,The Challenges and Benefits of Urbanization,1 min,68.0,Stable,65
32,7,100,100,60,100,0,The Impact of Technology on Education,4 min,72.0,Declining,73
18,21,20,0,100,0,100,The Impact of Technology on Education,2 min,44.0,Improving,41
29,16,0,40,0,60,40,The Role of Renewable Energy in Combating Climate Change,4 min,28.0,Declining,32
7,248,80,40,40,100,80,The Challenges and Benefits of Urbanization,3 min,68.0,Declining,68
25,401,80,20,100,0,20,The Role of Renewable Energy in Combating Climate Change,3 min,44.0,Improving,48
35,4,40,100,60,100,60,The Impact of Technology on Education,5 min,72.0,Declining,67
61,435,40,0,0,20,60,The Role of Renewable Energy in Combating Climate Change,3 min,24.0,Improving,30
57,490,40,100,0,80,20,The Importance of Exercise,4 min,48.0,Declining,49
95,418,80,80,0,60,60,The Challenges and Benefits of Urbanization,5 min,56.0,Stable,53
88,275,80,100,60,0,20,The Impact of Technology on Education,1 min,52.0,Improving,55
81,187,100,60,20,40,40,The Impact of Globalization on Local Cultures,4 min,52.0,Stable,52
11,333,40,0,40,60,20,The Role of Renewable Energy in Combating Climate Change,4 min,32.0,Declining,41
43,206,60,40,40,60,20,The Challenges and Benefits of Urbanization,1 min,44.0,Declining,44
78,354,60,100,40,20,80,The Challenges and Benefits of Urbanization,1 min,60.0,Improving,57
49,215,20,60,80,0,20,The Impact of Globalization on Local Cultures,5 min,36.0,Improving,37
97,418,100,80,20,80,0,The Role of Renewable Energy in Combating Climate Change,3 min,56.0,Declining,65
72,138,100,0,100,80,20,The Impact of Technology on Education,1 min,60.0,Declining,66
61,450,40,40,60,60,0,The Challenges and Benefits of Urbanization,3 min,40.0,Declining,48
27,431,40,80,40,100,80,The Challenges and Benefits of Urbanization,3 min,68.0,Declining,60
9,438,40,100,40,60,100,The Impact of Technology on Education,4 min,68.0,Improving,76
94,413,40,20,100,100,0,The Challenges and Benefits of Urbanization,2 min,52.0,Declining,59
96,124,40,80,40,0,100,The Impact of Technology on Education,5 min,52.0,Improving,52
49,384,80,20,100,0,20,The Impact of Technology on Education,5 min,44.0,Improving,44
97,112,40,20,80,20,100,The Impact of Technology on Education,1 min,52.0,Improving,61
71,321,20,60,0,80,40,The Role of Renewable Energy in Combating Climate Change,1 min,40.0,Declining,48
4,33,20,80,100,40,80,The Importance of Exercise,2 min,64.0,Improving,71
71,303,60,40,20,40,60,The Role of Renewable Energy in Combating Climate Change,2 min,44.0,Improving,39
17,388,80,20,60,40,80,The Challenges and Benefits of Urbanization,2 min,56.0,Improving,58
6,440,60,80,40,0,60,The Impact of Globalization on Local Cultures,1 min,48.0,Improving,50
10,250,40,80,100,60,40,The Role of Renewable Energy in Combating Climate Change,1 min,64.0,Declining,65
96,343,20,40,20,40,40,The Importance of Exercise,2 min,32.0,Stable,35
15,123,60,0,80,40,40,The Impact of Technology on Education,2 min,44.0,Stable,53
78,85,20,60,0,80,60,The Role of Renewable Energy in Combating Climate Change,5 min,44.0,Declining,34
41,249,20,100,0,0,40,The Impact of Globalization on Local Cultures,3 min,32.0,Improving,30
64,312,80,60,0,100,60,The Importance of Exercise,1 min,60.0,Declining,54
67,331,40,20,60,40,20,The Role of Renewable Energy in Combating Climate Change,4 min,36.0,Declining,28
10,269,20,80,80,60,60,The Impact of Technology on Education,4 min,60.0,Stable,65
72,389,40,20,0,20,80,The Role of Renewable Energy in Combating Climate Change,2 min,32.0,Improving,26
13,142,60,60,40,40,20,The Role of Renewable Energy in Combating Climate Change,2 min,44.0,Declining,53
93,16,100,80,20,0,20,The Impact of Globalization on Local Cultures,2 min,44.0,Improving,52
70,430,0,100,60,20,100,The Impact of Globalization on Local Cultures,5 min,56.0,Improving,63
14,206,20,100,100,100,20,The Role of Renewable Energy in Combating Climate Change,1 min,68.0,Declining,62
23,430,40,100,20,40,40,The Impact of Technology on Education,3 min,48.0,Stable,56
3,160,60,80,40,60,20,The Challenges and Benefits of Urbanization,1 min,52.0,Declining,43
25,159,80,20,40,20,0,The Challenges and Benefits of Urbanization,1 min,32.0,Declining,25
22,3,100,40,100,100,40,The Role of Renewable Energy in Combating Climate Change,4 min,76.0,Declining,82
62,337,0,100,0,20,80,The Impact of Technology on Education,1 min,40.0,Improving,33
